variable,PIP
ln_gdppc_org,0.9999999999999999
ln_gdppc_des,0.9999999999999999
ln_pop_org,0.9999999999999999
ln_pop_des,0.9999999999999999
ln_dist,0.9999999999999999
comlang_off,0.9999999999999999
contig,0.9999999999999999
colony,0.9999999999999999
ln_co2_org,0.9999999999999999
ln_disaster_des,0.9999999999999999
ln_disaster_org,0.04379075939573458
inflation_org,0.030575507638881092
inflation_des,0.011627821752461203
